,ID,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact,Species
156,455836,Mexico,PLUMA HIDALGO,016-2823-020,DRY MILL,,COSECHA BIENESTAR SA CV,1300,PLUMA,COSECHA BIENESTAR SAPI CV,275,69 kg,Centro Agroecológico del Café A.C.,2021 / 2022,2022-05-04,GILBERTO GOMEZ RONZON,Typica,Completed,Natural / Dry,7.67,7.58,7.42,7.75,7.5,7.33,10.0,10.0,10.0,7.58,0.0,82.83,12.5 %,0 full defects,0,Green,0 full defects,2023-05-04,Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,Arabica
157,912151,Vietnam,Apollo Estate,Apollo Honey 2021,Dry Mill,,"Sunvirtue Co., Ltd.",1040,Dalat,"Yeh,Li Chuan",11,15 kg,Specialty Coffee Association,2021,2022-05-05,"Sunvirtue Co., Ltd.",Catimor,Completed,Pulped natural / honey,7.58,7.67,7.25,7.25,7.67,7.67,10.0,10.0,10.0,7.67,0.0,82.75,11.9 %,0 full defects,0,Green,2 full defects,2023-05-05,Specialty Coffee Association,*CURRENTLY NOT ACCEPTING SAMPLES**,Brit Amell (CQI) - bamell@coffeeinstitute.org -,Arabica
158,995570,Nicaragua,Finca San Felipe,017-053-0017,Beneficio Atlantic Sébaco,017-053-0017,Exportadora Atlantic S.A,1200,Matagalpa,Exportadora Atlantic S.A.,275,69 kg,Asociación de Cafés Especiales de Nicaragua,2022 / 2023,2023-01-30,"Exportadora Atlantic, S.A.",SHG,Completed,Natural / Dry,7.33,7.58,7.25,7.33,7.75,8.17,10.0,10.0,10.0,7.33,0.0,82.75,10.5 %,5 full defects,2,Green,1 full defects,2024-01-30,Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,Arabica
159,864968,Costa Rica,AMA EL AROMA Micro lot - Sunrise,"The 2022 Pacific Rim Coffee Summit,CR01",Micro mill,,Taiwan Coffee Laboratory,1450,west Villege,various producers,10,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,2022-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,SL28,Completed,Pulped natural / honey,7.33,7.5,7.25,7.92,7.75,7.58,10.0,10.0,10.0,7.42,0.0,82.75,11.8 %,0 full defects,0,pale yellow,1 full defects,2023-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
160,991266,Costa Rica,Gamboa Farm,11521-01,Beneficio Montañas del Diamante,5-0025-0112,"CECA,S.A.",1850,Tarrazu/Los Santos,Martin Gutierrez,350,35 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,2022-04-08,"CECA, S.A.",Caturra,Completed,Washed / Wet,7.83,7.42,7.42,7.5,7.58,7.5,10.0,10.0,10.0,7.5,0.0,82.75,11.2 %,0 full defects,4,Green,0 full defects,2023-04-08,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,Arabica
161,146278,Thailand,Doi Tung Development Project,CATURRA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1200 - 1580,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,2022-07-14,Doi Tung Development Project,Caturra,Completed,Washed / Wet,7.33,7.58,7.58,7.5,7.67,7.67,10.0,10.0,10.0,7.33,0.0,82.67,13 %,1 full defects,0,Greenish,0 full defects,2023-07-14,FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Arabica
162,370112,Thailand,Kevin Coffee,21/22,Dry mill,,Square Root,1200,Chiang Mai,Kevin Wattana,6,50 kg,Specialty Coffee Institute of Thailand,2021 / 2022,2022-06-14,Sajcha tawaytibhong,"Bourbon, Catimor, Caturra, Typica",Completed,Natural / Dry,7.5,7.58,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.58,0.0,82.67,11.2 %,0 full defects,0,Yellow Green,0 full defects,2023-06-14,Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",Arabica
163,989796,Colombia,Federación Nacional de Cafeteros de Colombia,3/01/12857,Federación Nacional de Cafeteros de Colombia,3/01/12857,"NIPPON COFFEE TRADING CO.,LTD.",1700,Huila,Federación Nacional de Cafeteros de Colombia,250,70 kg,Japan Coffee Exchange,2022,2022-07-11,Yukinobu Ueda,Caturra,Completed,Washed / Wet,7.58,7.67,7.58,7.5,7.33,7.5,10.0,10.0,10.0,7.5,0.0,82.67,11.8 %,0 full defects,1,Green,2 full defects,2023-07-11,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
164,386922,Costa Rica,Gamboa Farm,11522,Beneficio Montañas del Diamante,5-0025-0111,"CECA,S.A.",1850,Tarrazu/Los Santos,Martin Gutierrez,320,69 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,2022-04-08,"CECA, S.A.",Caturra,Completed,Washed / Wet,7.67,7.5,7.33,7.5,7.58,7.58,10.0,10.0,10.0,7.5,0.0,82.67,11.2 %,0 full defects,0,Green,1 full defects,2023-04-08,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,Arabica
165,895349,Taiwan,掬香園,A22-Northern Taiwan Specialty Coffee Evaluation,掬香園,,Taiwu Coffee Cooperative,465,苗栗縣,謝櫞楨,1,32 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,Caturra,Completed,Washed / Wet,7.67,7.58,7.42,7.42,7.5,7.5,10.0,10.0,10.0,7.5,0.0,82.58,8.4 %,0 full defects,0,Blue-Green,2 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
166,211361,Taiwan,銅鏡莊園,A01-Northern Taiwan Specialty Coffee Evaluation,銅鏡莊園,,Taiwu Coffee Cooperative,165,苗栗縣,吳聲發,1,4 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,unknow,Completed,Natural / Dry,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,7.5,0.0,82.58,9.8 %,0 full defects,0,Green,0 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
167,794972,Nicaragua,Finca Las Dos Marias,4 -3.1,"Compare Coperativo Condega, Esteli, Nicaragua",,NicaNoLA Coffee,1350,ESTELI,NicaNoLA Coffee,120,45 kg,Specialty Coffee Association,2021 / 2022,2022-06-20,rene j alcebo,Parainema,Completed,Washed / Wet,7.5,7.58,7.42,7.58,7.5,7.58,10.0,10.0,10.0,7.42,0.0,82.58,10.1 %,0 full defects,0,Green,0 full defects,2023-06-20,Specialty Coffee Association,*CURRENTLY NOT ACCEPTING SAMPLES**,Brit Amell (CQI) - bamell@coffeeinstitute.org -,Arabica
168,973391,Taiwan,野牡丹咖啡Ye Mu Dan Coffee,1,野牡丹咖啡Ye Mu Dan Coffee,,Taiwan Coffee Laboratory,1250,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","黃保錫 Huang, Bao-Xi""",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,2022-04-06,huang bao xi 黃保錫,SL34,Completed,Natural / Dry,7.67,7.75,7.42,7.33,7.5,7.5,10.0,10.0,10.0,7.33,0.0,82.5,9.4 %,0 full defects,0,Bluish-Green,0 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
169,295641,United States (Hawaii),Kainaliu Farm,"The 2022 Pacific Rim Coffee Summit,US03",Aloha Hills Kona Coffee,,Taiwan Coffee Laboratory,640,Kona,Kainaliu-Kona Coffee Company,4,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,2022-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,Maragogype,Completed,Washed / Wet,7.33,7.58,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.5,0.0,82.5,11.7 %,0 full defects,0,Blue-Green,1 full defects,2023-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
170,280067,Brazil,Fazenda Pedra Preta,MVB-QCert-001/2022,COPAG VARGINHA,002/1643/0049,Man Volcafe Brasil Ltda.,1100,MANTIQUEIRA / SUL DE MINAS,Eduardo Niero de Souza,620,30 kg,Brazil Specialty Coffee Association,2022 / 2023,2022-11-03,ED&F Man Volcafe Brasil Ltda.,Mundo Novo,Completed,Natural / Dry,7.5,7.58,7.5,7.5,7.67,7.42,10.0,10.0,10.0,7.33,0.0,82.5,11.8 %,0 full defects,1,Bluish-Green,1 full defects,2023-11-03,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,Arabica
171,547819,Taiwan,弘欣咖啡園,A02-Northern Taiwan Specialty Coffee Evaluation,弘欣咖啡園,,Taiwu Coffee Cooperative,139,新竹縣,胡明杰,1,200 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,unknown,Completed,Washed / Wet,7.42,7.42,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.58,0.0,82.5,8.4 %,0 full defects,0,Green,2 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
172,840458,El Salvador,Agua Caliente,1-26,Agua Caliente,9-392-35,Consejo Salvadoreño del Café,1200,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",600,30 kg,Salvadoran Coffee Council,2022 / 2023,2023-03-03,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.67,7.33,7.17,7.67,7.83,7.5,10.0,10.0,10.0,7.33,0.0,82.5,11.3 %,0 full defects,0,Green,2 full defects,2024-03-02,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,Arabica
173,876726,Mexico,Las Trincheras,"The 2022 Pacific Rim Coffee Summit,MX01",Las Trincheras,,Taiwan Coffee Laboratory,1340,Veracruz,Jose Cienfuegos,10,15 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021,2022-11-15,Full Sweet Coffee,Pacamara,Completed,Washed / Wet,7.67,7.42,7.5,7.5,7.67,7.42,10.0,10.0,10.0,7.33,0.0,82.5,10.7 %,0 full defects,0,pale yellow,0 full defects,2023-11-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
174,736813,Panama,Finca Lerida,P03769,Finca Lerida,29-169-003,Panamerican Coffee Trading,1200,Boquete,Finca Lerida,200,30 kg,Specialty Coffee Association of Costa Rica,2021 / 2022,2022-05-25,Rodrigo Soto,Caturra,Completed,Washed / Wet,7.75,7.67,7.17,7.67,7.42,7.42,10.0,10.0,10.0,7.42,0.0,82.5,10 %,0 full defects,0,Green,0 full defects,2023-05-25,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,Arabica
175,807635,Honduras,La Cuchilla,185,CIGRAH,13-111-057,Mercon Honduras,1368,"Centro, Lagunetillas - Ajuterique, Comayagua",Fausto Nahun Maldonado,345,30 kg,Instituto Hondureño del Café,2021 / 2022,2022-05-23,Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet,7.58,7.58,7.33,7.5,7.58,7.42,10.0,10.0,10.0,7.5,0.0,82.5,10.6 %,0 full defects,0,Green,8 full defects,2023-05-23,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,Arabica
176,451085,Nicaragua,Finca Aurora,1,Beneficio Seco Finca Aurora,,Mr.Brown Cafe,1200-1350,"Matagalpa, Nicaragua",Sabio Coffee - Enrique Ferrufino & Tania Ferrufino,275,69 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-12-30,MR.BROWN CAFE,Caturra-Catuai,Completed,Washed / Wet,7.58,7.58,7.42,7.42,7.5,7.5,10.0,10.0,10.0,7.42,0.0,82.42,11.4 %,0 full defects,0,Bluish-Green,0 full defects,2023-12-30,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
177,112317,El Salvador,Agua Caliente,1-26,Agua Caliente,9-392-35,Consejo Salvadoreño del Café,1200,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",600,30 kg,Salvadoran Coffee Council,2022 / 2023,2023-02-21,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.5,7.5,7.42,7.42,7.42,7.67,10.0,10.0,10.0,7.42,0.0,82.33,12 %,0 full defects,7,Green,10 full defects,2024-02-21,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,Arabica
178,539926,Vietnam,Apollo Estate,Apollo Washed 2021,Dry Mill,,"Sunvirtue Co., Ltd.",1040,Dalat,"Yeh,Li Chuan",77,15 kg,Specialty Coffee Association,2021,2022-06-01,"Sunvirtue Co., Ltd.",Catimor,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.58,0.0,82.33,10.5 %,0 full defects,0,Bluish-Green,0 full defects,2023-06-01,Specialty Coffee Association,*CURRENTLY NOT ACCEPTING SAMPLES**,Brit Amell (CQI) - bamell@coffeeinstitute.org -,Arabica
179,142692,Taiwan,寶山謐靚,A48-Northern Taiwan Specialty Coffee Evaluation,寶山謐靚,,Taiwu Coffee Cooperative,140,新竹縣,宋煦仁,1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,unknown,Completed,Natural / Dry,7.67,7.58,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.0,82.33,10.8 %,0 full defects,0,Green,1 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
180,322731,El Salvador,Agua Caliente,1-74,Agua Caliente,09-392-144,Consejo Salvadoreño del Café,1200,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",275,69 kg,Salvadoran Coffee Council,2021 / 2022,2022-07-07,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.33,7.67,7.25,7.67,7.83,7.42,10.0,10.0,10.0,7.17,0.0,82.33,11.8 %,0 full defects,0,Bluish-Green,0 full defects,2023-07-07,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,Arabica
181,958749,Peru,Fundo La Libertado,PR138,Planta Callao,,Itochu Corporation,1600,"Chanchamayo, La Merced",Sand Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,2022-07-11,Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.67,7.5,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.42,0.0,82.25,11.7 %,0 full defects,1,greenish,3 full defects,2023-07-11,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
182,899477,Honduras,La Cuchilla,184,CIGRAH,13-111-056,Mercon Honduras,1368,"Centro, Lagunetillas - Ajuterique, Comayagua",Fausto Nahun Maldonado,125,69 kg,Instituto Hondureño del Café,2021 / 2022,2022-05-23,Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet,7.67,7.5,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.42,0.0,82.17,10.6 %,0 full defects,0,Green,8 full defects,2023-05-23,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,Arabica
183,886281,United States (Hawaii),Manny's Farm,Islander’s Coffee for Pacific Rim Summit,Manny's Farm,,Taiwan Coffee Laboratory,1200,Kona district of Big Island,Manny Ochoa,3,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,2022-11-09,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.75,7.42,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.33,0.0,82.17,10.6 %,1 full defects,0,Green,5 full defects,2023-11-09,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
184,105052,Taiwan,好客農埸,A34-Northern Taiwan Specialty Coffee Evaluation,好客農埸,,Taiwu Coffee Cooperative,460,苗栗縣,彭聰明,1,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,unknown,Completed,Pulped natural / honey,7.33,7.42,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,0.0,82.08,8.1 %,0 full defects,0,Greenish,3 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
185,348647,Taiwan,金暖農場,A43-Northern Taiwan Specialty Coffee Evaluation,金暖農場,,Taiwu Coffee Cooperative,600,桃園市,何育達,1,3 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,unknown,Completed,Washed / Wet,7.5,7.67,7.33,7.5,7.25,7.33,10.0,10.0,10.0,7.5,0.0,82.08,9.7 %,0 full defects,0,Bluish-Green,0 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
186,790616,Uganda,"Buyaka Yetana (Coffee produced under 3 compact Values of People Care, Environmental Care And Fair Share",1-Buyaka Yetana,Mbale Importers And Exporters,,Mount Elgon Coffee And Honey Co-Operative LTD,1920-2300,Namisindwa Origin,Mount Elgon Coffee And Honey Co-Op,160,60 kg,Coffee Laboratory LTD,2021 / 2022,2022-05-10,ROGERS WASIBI,SL14,Completed,Washed / Wet,7.58,7.58,7.25,7.5,7.08,7.5,10.0,10.0,10.0,7.5,0.0,82.0,11.3 %,0 full defects,1,Green,0 full defects,2023-05-10,Coffee Laboratory LTD,"93 Lower Baggot Street, Dublin 2, D02Y588, Republic of Ireland",Alin Giriada - 00353863380937,Arabica
187,847918,Indonesia,Wahana Graha Makmur,015/1686/057,PT. Wahana Graha Makmur Medan,,InterAmerican Coffee,1350,Sumatra,PT. Wahana Graha Makmur Group,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022,2022-08-22,Charles Umeano,,Completed,Pulped natural / honey,7.67,7.33,7.25,7.67,7.42,7.25,10.0,10.0,10.0,7.42,0.0,82.0,12.5 %,0 full defects,0,Bluish-Green,0 full defects,2023-08-22,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,Arabica
188,656152,Guatemala,Not Specificated,SA4238,Dry Mill of Exportcafe,#327,Marubeni Corporation,1350-1550,Oriente,"Exportcafe, S.A.",275,69 kg,Japan Coffee Exchange,2021 / 2022,2022-11-28,Ikuto Uehara,,Completed,Washed / Wet,7.42,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,0.0,82.0,11.5 %,0 full defects,1,Blue-Green,2 full defects,2023-11-28,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
189,175322,Thailand,Doi Tung Development Project,MIXED DT 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,800-1200,North of Thailand,Doi Tung Development Project,2,1 kg,FABB Academy of Coffee,2022,2022-07-14,Doi Tung Development Project,Catimor,Completed,Washed / Wet,7.17,7.5,7.42,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.0,82.0,9.8 %,0 full defects,0,Green,0 full defects,2023-07-14,FABB Academy of Coffee,"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND",Janejira Kamonsawedkun - +(66) 095 095 9593,Arabica
190,934594,Taiwan,拉拉山祖嵐咖啡莊園,A50-Northern Taiwan Specialty Coffee Evaluation,拉拉山祖嵐咖啡莊園,,Taiwu Coffee Cooperative,500,桃園市,宗素霞,1,20 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2023-01-06,Taiwu,unknown,Completed,Washed / Wet,7.5,7.58,7.42,7.42,7.25,7.42,10.0,10.0,10.0,7.42,0.0,82.0,8.2 %,0 full defects,0,Green,1 full defects,2024-01-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
191,321111,Taiwan,皇庭咖啡莊園Huang Ting Coffee Mamor,1,皇庭咖啡莊園Huang Ting Coffee Mamor,,Taiwan Coffee Laboratory,800,"雲林縣古坑鄉 Gukeng Township, Yunlin County","陳榮豐 Chen, Rong Feng",1,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-04-15,CHEN RONG FENG,Gesha,Completed,Natural / Dry,7.83,7.58,7.5,7.25,7.25,7.33,10.0,10.0,10.0,7.25,0.0,82.0,10.8 %,0 full defects,0,Yellowish,1 full defects,2023-04-15,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
192,571059,Peru,Fundo La Libertad,301R,Planta Callao,301R,Itochu Corporation,1600,"Chanchamayo, La Merced",Sandro Crispin Espiritu,275,69 kg,Japan Coffee Exchange,2022 / 2023,2022-07-11,Kiichiro Iwata,Caturra,Completed,Washed / Wet,7.5,7.5,7.33,7.5,7.33,7.33,10.0,10.0,10.0,7.42,0.0,81.92,11.6 %,0 full defects,2,greenish,2 full defects,2023-07-11,Japan Coffee Exchange,"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN",松澤　宏樹　Koju Matsuzawa - +81(0)9085642901,Arabica
193,343846,Taiwan,花音咖啡莊園Kanon Coffee Estate,N20211226,花音咖啡莊園Kanon Coffee Estate,,Taiwan Coffee Laboratory,840,"南投縣魚池鄉 Yuchi Township, Nantou County","高郁淳 Kao, Yu-Chun",1,14 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-04-06,YU CHUN KAO,SL34,Completed,Natural / Dry,7.58,7.5,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.25,0.0,81.92,8.8 %,0 full defects,0,Green,0 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
194,561108,Taiwan,國村咖啡莊園Guo Cun Manor Coffee,11010-1,國村咖啡莊園Guo Cun Manor Coffee,,Taiwan Coffee Laboratory,230,"彰化縣彰化市 Changhua City, Changhua County",張智閔 Steven,1,20 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,2022-04-06,Steven_Chang 張智閔,Typica,Completed,Pulped natural / honey,7.58,7.5,7.42,7.33,7.42,7.33,10.0,10.0,10.0,7.33,0.0,81.92,10.2 %,0 full defects,0,Greenish,0 full defects,2023-04-06,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
195,709384,Guatemala,MULTIPLE SMALLHOLDER FARMS,GF-23392,MULTIPLE SMALLHOLDER FARMS,11/15/179,"HARU International Corp, 守成咖啡",1200~1600,Antigua,La Minita,540,30 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,2022-11-03,Anderson Wong,Caturra,Completed,Washed / Wet,7.33,7.42,7.33,7.42,7.58,7.42,10.0,10.0,10.0,7.42,0.0,81.92,10.3 %,0 full defects,0,Greenish,1 full defects,2023-11-03,Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",Arabica
